text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,safe,Standard SMS,0,UCI SMS Spam Collection,144,25,0,0,0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,scam,SMS Spam,1,UCI SMS Spam Collection,143,22,16,0,0
So wats ur opinion abt him and how abt is character?,safe,Standard SMS,0,UCI SMS Spam Collection,52,11,0,0,0
Jay is snickering and tells me that x is totally fucking up the chords as we speak,safe,Standard SMS,0,UCI SMS Spam Collection,82,17,0,0,0
No..few hours before.went to hair cut .,safe,Standard SMS,0,UCI SMS Spam Collection,39,7,0,0,0
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,safe,Standard SMS,0,UCI SMS Spam Collection,80,18,0,0,0
Lmao. Take a pic and send it to me.,safe,Standard SMS,0,UCI SMS Spam Collection,35,9,0,0,0
Speak only when you feel your words are better than the silence... Gud mrng:-),safe,Standard SMS,0,UCI SMS Spam Collection,78,14,0,0,0
No. She's currently in scotland for that.,safe,Standard SMS,0,UCI SMS Spam Collection,41,7,0,0,0
Do you work all this week ?,safe,Standard SMS,0,UCI SMS Spam Collection,27,7,0,0,0
Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,scam,SMS Spam,1,UCI SMS Spam Collection,152,25,19,1,0
Lol great now im getting hungry.,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Yes.. now only saw your message..,safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
I'll be at mu in like  &lt;#&gt;  seconds,safe,Standard SMS,0,UCI SMS Spam Collection,41,8,0,0,0
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,safe,Standard SMS,0,UCI SMS Spam Collection,126,24,1,0,0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",safe,Standard SMS,0,UCI SMS Spam Collection,166,32,0,0,0
For sale - arsenal dartboard. Good condition but no doubles or trebles!,scam,SMS Spam,1,UCI SMS Spam Collection,71,12,0,0,0
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,safe,Standard SMS,0,UCI SMS Spam Collection,141,30,0,0,0
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",safe,Standard SMS,0,UCI SMS Spam Collection,122,22,0,0,0
Thanks for ve lovely wisheds. You rock,safe,Standard SMS,0,UCI SMS Spam Collection,38,7,0,0,0
You intrepid duo you! Have a great time and see you both soon.,safe,Standard SMS,0,UCI SMS Spam Collection,62,13,0,0,0
I asked sen to come chennai and search for job.,safe,Standard SMS,0,UCI SMS Spam Collection,47,10,0,0,0
Dad went out oredi...,safe,Standard SMS,0,UCI SMS Spam Collection,21,4,0,0,0
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",safe,Standard SMS,0,UCI SMS Spam Collection,115,22,0,0,0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,safe,Standard SMS,0,UCI SMS Spam Collection,71,16,1,0,0
"Arms fine, how's Cardiff and uni?",safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
In fact when do you leave? I think addie goes back to school tues or wed,safe,Standard SMS,0,UCI SMS Spam Collection,72,16,0,0,0
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",safe,Standard SMS,0,UCI SMS Spam Collection,132,21,0,0,0
Ya:)going for restaurant..,safe,Standard SMS,0,UCI SMS Spam Collection,26,3,0,0,0
"Its ok., i just askd did u knw tht no?",safe,Standard SMS,0,UCI SMS Spam Collection,38,10,0,0,0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,scam,SMS Spam,1,UCI SMS Spam Collection,141,26,25,1,1
Those ducking chinchillas,safe,Standard SMS,0,UCI SMS Spam Collection,25,3,0,0,0
I am in a marriage function,safe,Standard SMS,0,UCI SMS Spam Collection,27,6,0,0,0
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,safe,Standard SMS,0,UCI SMS Spam Collection,159,32,3,0,0
Donât give a flying monkeys wot they think and I certainly donât mind. Any friend of mine and all that!,safe,Standard SMS,0,UCI SMS Spam Collection,107,20,0,0,0
As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,scam,SMS Spam,1,UCI SMS Spam Collection,142,28,10,0,0
say thanks2.,safe,Standard SMS,0,UCI SMS Spam Collection,12,2,1,0,0
Msg me when rajini comes.,safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
Ya! when are Ã¼ taking ure practical lessons? I start in june..,safe,Standard SMS,0,UCI SMS Spam Collection,63,12,0,0,0
"That's good, because I need drugs",safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
Stupid.its not possible,safe,Standard SMS,0,UCI SMS Spam Collection,23,3,0,0,0
Can Ã¼ all decide faster cos my sis going home liao..,safe,Standard SMS,0,UCI SMS Spam Collection,53,11,0,0,0
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,scam,SMS Spam,1,UCI SMS Spam Collection,159,29,12,0,0
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,safe,Standard SMS,0,UCI SMS Spam Collection,104,20,0,0,0
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,scam,SMS Spam,1,UCI SMS Spam Collection,154,26,19,0,1
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,scam,SMS Spam,1,UCI SMS Spam Collection,81,14,1,0,0
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",safe,Standard SMS,0,UCI SMS Spam Collection,144,25,0,0,0
Kinda. First one gets in at twelve! Aah. Speak tomo,safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",scam,SMS Spam,1,UCI SMS Spam Collection,153,25,35,0,1
Ok good then i later come find Ã¼... C lucky i told Ã¼ to go earlier... Later pple take finish Ã¼ no more again...,safe,Standard SMS,0,UCI SMS Spam Collection,114,24,0,0,0
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,safe,Standard SMS,0,UCI SMS Spam Collection,131,29,1,0,0
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",scam,SMS Spam,1,UCI SMS Spam Collection,159,25,27,0,1
I wont touch you with out your permission.,safe,Standard SMS,0,UCI SMS Spam Collection,42,8,0,0,0
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,scam,SMS Spam,1,UCI SMS Spam Collection,161,28,18,0,1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",safe,Standard SMS,0,UCI SMS Spam Collection,151,30,8,0,0
Take some small dose tablet for fever,safe,Standard SMS,0,UCI SMS Spam Collection,37,7,0,0,0
Oh. U must have taken your REAL Valentine out shopping first.,safe,Standard SMS,0,UCI SMS Spam Collection,61,11,0,0,0
"Just sent you an email â to an address with incomm in it, is that right?",safe,Standard SMS,0,UCI SMS Spam Collection,74,16,0,0,0
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",safe,Standard SMS,0,UCI SMS Spam Collection,93,21,0,0,0
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",safe,Standard SMS,0,UCI SMS Spam Collection,141,30,0,0,0
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",safe,Standard SMS,0,UCI SMS Spam Collection,85,15,0,0,0
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,safe,Standard SMS,0,UCI SMS Spam Collection,78,20,2,0,0
Why you keeping me away like this,safe,Standard SMS,0,UCI SMS Spam Collection,33,7,0,0,0
I think its far more than that but find out. Check google maps for a place from your dorm.,safe,Standard SMS,0,UCI SMS Spam Collection,90,19,0,0,0
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,safe,Standard SMS,0,UCI SMS Spam Collection,147,30,1,0,0
Have you always been saying welp?,safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
"I'm a guy, browsin is compulsory",safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,safe,Standard SMS,0,UCI SMS Spam Collection,149,24,0,0,0
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",safe,Standard SMS,0,UCI SMS Spam Collection,132,30,0,0,0
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",safe,Standard SMS,0,UCI SMS Spam Collection,154,33,0,0,0
I told your number to gautham..,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Tell them no need to investigate about me anywhere.,safe,Standard SMS,0,UCI SMS Spam Collection,51,9,0,0,0
Ok i juz receive..,safe,Standard SMS,0,UCI SMS Spam Collection,18,4,0,0,0
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",safe,Standard SMS,0,UCI SMS Spam Collection,172,34,0,0,0
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",scam,SMS Spam,1,UCI SMS Spam Collection,130,22,13,1,0
In the end she might still vomit but its okay. Not everything will come out.,safe,Standard SMS,0,UCI SMS Spam Collection,76,15,0,0,0
How are you with moneY...as in to you...money aint a thing....how are you sha!,safe,Standard SMS,0,UCI SMS Spam Collection,78,14,0,0,0
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,safe,Standard SMS,0,UCI SMS Spam Collection,112,22,0,0,0
Hey gals.. Anyone of u going down to e driving centre tmr?,safe,Standard SMS,0,UCI SMS Spam Collection,58,12,0,0,0
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,safe,Standard SMS,0,UCI SMS Spam Collection,158,34,0,0,0
I'm putting it on now. It should be ready for  &lt;TIME&gt;,safe,Standard SMS,0,UCI SMS Spam Collection,59,11,0,0,0
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",safe,Standard SMS,0,UCI SMS Spam Collection,154,29,0,0,0
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",scam,SMS Spam,1,UCI SMS Spam Collection,154,28,2,0,0
Host-based IDPS for linux systems.,safe,Standard SMS,0,UCI SMS Spam Collection,34,5,0,0,0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scam,SMS Spam,1,UCI SMS Spam Collection,122,24,23,0,1
Don no da:)whats you plan?,safe,Standard SMS,0,UCI SMS Spam Collection,26,5,0,0,0
Ill be there on  &lt;#&gt;  ok.,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Oh my God. I'm almost home,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
Total video converter free download type this in google search:),safe,Standard SMS,0,UCI SMS Spam Collection,64,10,0,0,0
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,scam,SMS Spam,1,UCI SMS Spam Collection,121,24,0,0,0
Sounds like something that someone testing me would sayy,safe,Standard SMS,0,UCI SMS Spam Collection,56,9,0,0,0
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,safe,Standard SMS,0,UCI SMS Spam Collection,148,33,0,0,0
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",safe,Standard SMS,0,UCI SMS Spam Collection,90,16,0,0,0
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,safe,Standard SMS,0,UCI SMS Spam Collection,110,22,0,0,0
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",safe,Standard SMS,0,UCI SMS Spam Collection,458,95,0,0,0
Hows the champ just leaving glasgow!,safe,Standard SMS,0,UCI SMS Spam Collection,36,6,0,0,0
K:)all the best:)congrats...,safe,Standard SMS,0,UCI SMS Spam Collection,28,3,0,0,0
I wonder if you'll get this text?,safe,Standard SMS,0,UCI SMS Spam Collection,33,7,0,0,0
I need to come home and give you some good lovin...,safe,Standard SMS,0,UCI SMS Spam Collection,51,11,0,0,0
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,scam,SMS Spam,1,UCI SMS Spam Collection,157,28,0,0,0
Shall i ask one thing if you dont mistake me.,safe,Standard SMS,0,UCI SMS Spam Collection,45,10,0,0,0
Check wid corect speling i.e. Sarcasm,safe,Standard SMS,0,UCI SMS Spam Collection,37,6,0,0,0
"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",scam,SMS Spam,1,UCI SMS Spam Collection,159,27,23,0,0
Are you angry with me. What happen dear,safe,Standard SMS,0,UCI SMS Spam Collection,39,8,0,0,0
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,safe,Standard SMS,0,UCI SMS Spam Collection,96,23,2,0,0
Yup ok thanx...,safe,Standard SMS,0,UCI SMS Spam Collection,15,3,0,0,0
Hi:)cts employee how are you?,safe,Standard SMS,0,UCI SMS Spam Collection,29,5,0,0,0
Pls pls find out from aunt nike.,safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",safe,Standard SMS,0,UCI SMS Spam Collection,152,37,0,0,0
No screaming means shouting..,safe,Standard SMS,0,UCI SMS Spam Collection,29,4,0,0,0
Hey what happen de. Are you alright.,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
Should I have picked up a receipt or something earlier,safe,Standard SMS,0,UCI SMS Spam Collection,54,10,0,0,0
I think chennai well settled?,safe,Standard SMS,0,UCI SMS Spam Collection,29,5,0,0,0
Oh dang! I didn't mean o send that to you! Lol!,safe,Standard SMS,0,UCI SMS Spam Collection,47,11,0,0,0
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,safe,Standard SMS,0,UCI SMS Spam Collection,172,36,0,0,0
Horrible bf... I now v hungry...,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Remember on that day..,safe,Standard SMS,0,UCI SMS Spam Collection,22,4,0,0,0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,scam,SMS Spam,1,UCI SMS Spam Collection,150,28,16,0,0
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,safe,Standard SMS,0,UCI SMS Spam Collection,91,18,0,0,0
All sounds good. Fingers . Makes it difficult to type,safe,Standard SMS,0,UCI SMS Spam Collection,53,10,0,0,0
Midnight at the earliest,safe,Standard SMS,0,UCI SMS Spam Collection,24,4,0,0,0
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,safe,Standard SMS,0,UCI SMS Spam Collection,121,24,0,0,0
K come to nordstrom when you're done,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,safe,Standard SMS,0,UCI SMS Spam Collection,212,39,0,0,0
